"crn"	"subject"	"num"	"description"	"section"	"type"	"credits"	"start"	"end"	"days"	"where"	"schedule"	"instructor"
"20584"	"Music"	"MU 537"	"Individual Applied Music"	"010"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Shellie A. Beeman"
"20586"	"Music"	"MU 537"	"Individual Applied Music"	"013"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Christopher D Probst"
"20587"	"Music"	"MU 537"	"Individual Applied Music"	"014"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Casey Winn Thomas"
"20588"	"Music"	"MU 537"	"Individual Applied Music"	"015"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Andrew Nevala"
"20589"	"Music"	"MU 537"	"Individual Applied Music"	"016"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Kye Jung Rachel Park"
"20590"	"Music"	"MU 537"	"Individual Applied Music"	"017"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Kenneth Glenn Bodiford"
"20591"	"Music"	"MU 537"	"Individual Applied Music"	"023"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Wendy Anne Freeland"
"20592"	"Music"	"MU 537"	"Individual Applied Music"	"027"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Jeremy Lebron Benson"
"20593"	"Music"	"MU 537"	"Individual Applied Music"	"034"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Matthew Gray Jordan"
"20760"	"Music"	"MU 537"	"Individual Applied Music"	"035"	"STU"	"2"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Brant Blackard"
"20112"	"Music"	"MU 545"	"Evaluation in Music"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Renee Lanette Baptiste"
"21040"	"Music"	"MU 571"	"Elementary Music Materials and Methods"	"001"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"Mason Hall 180"	"In-Person Instruction"	"Sarah E Burns"
"22936"	"Music"	"MU 578"	"Instrumental Pedagogy"	"001"	"ONL"	"2"	"00:00:00"	"00:00:00"	""	"Mason Hall"	"Online (asynchronous)"	"Jeremy Lebron Benson"
"20114"	"Music"	"MU 579"	"Capstone in Music Education"	"001"	"LEC"	"3"	"16:01:00"	"19:00:00"	"M"	"Mason Hall 180"	"In-Person Instruction"	"Sarah E Burns, Blair Matthew Callaway"
"20251"	"Music"	"MU 580"	"Graduate Ensemble"	"001"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Sarah Dunbar"
"20411"	"Music"	"MU 580"	"Graduate Ensemble"	"006"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Eliezer Garanchon Yanson Jr."
"20412"	"Music"	"MU 580"	"Graduate Ensemble"	"013"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Christopher D Probst"
"20413"	"Music"	"MU 580"	"Graduate Ensemble"	"014"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Casey Winn Thomas"
"20414"	"Music"	"MU 580"	"Graduate Ensemble"	"015"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Andrew Nevala"
"20415"	"Music"	"MU 580"	"Graduate Ensemble"	"017"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Kenneth Glenn Bodiford"
"20416"	"Music"	"MU 580"	"Graduate Ensemble"	"019"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Jeremy Lee Stovall"
"20417"	"Music"	"MU 580"	"Graduate Ensemble"	"025"	"STU"	"1"	"18:00:00"	"20:00:00"	"T"	"TBA"	"Studio"	"Cory Shawn O'Neal"
"20419"	"Music"	"MU 580"	"Graduate Ensemble"	"027"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Jeremy Lebron Benson"
"20420"	"Music"	"MU 580"	"Graduate Ensemble"	"034"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Matthew Gray Jordan"
"20418"	"Music"	"MU 581"	"Graduate Ensemble"	"025"	"STU"	"1"	"18:00:00"	"20:00:00"	"T"	"TBA"	"Studio"	"Cory Shawn O'Neal"
"20421"	"Music"	"MU 581"	"Graduate Ensemble"	"001"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Sarah Dunbar"
"20422"	"Music"	"MU 581"	"Graduate Ensemble"	"006"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Eliezer Garanchon Yanson Jr."
"20423"	"Music"	"MU 581"	"Graduate Ensemble"	"013"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Christopher D Probst"
"20424"	"Music"	"MU 581"	"Graduate Ensemble"	"014"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Casey Winn Thomas"
"20425"	"Music"	"MU 581"	"Graduate Ensemble"	"015"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Andrew Nevala"
"20426"	"Music"	"MU 581"	"Graduate Ensemble"	"017"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Kenneth Glenn Bodiford"
"20427"	"Music"	"MU 581"	"Graduate Ensemble"	"019"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Jeremy Lee Stovall"
"20428"	"Music"	"MU 581"	"Graduate Ensemble"	"027"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Jeremy Lebron Benson"
"20429"	"Music"	"MU 581"	"Graduate Ensemble"	"034"	"STU"	"1"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Studio"	"Matthew Gray Jordan"
"20115"	"Music"	"MU 588"	"Graduate Internship in Music Education, P-12"	"001"	"SB"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Blair Matthew Callaway"
"20116"	"Music"	"MU 588"	"Graduate Internship in Music Education, P-12"	"002"	"SB"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Sarah E Burns"
"20117"	"Music"	"MU 599"	"Thesis"	"001"	"IND"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Independent Study"	"Renee Lanette Baptiste"
"20118"	"Music"	"MU 599"	"Thesis"	"002"	"IND"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Independent Study"	"Jeremy Lebron Benson"
"20177"	"Nursing"	"NU 121"	"Ethics in Nursing (WI)"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Jennifer Bell Frank, Elizabeth Gulledge, Rachel Young Wooten"
"20178"	"Nursing"	"NU 121"	"Ethics in Nursing (WI)"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Jennifer Bell Frank, Elizabeth Gulledge, Rachel Young Wooten"
"20499"	"Nursing"	"NU 121"	"Ethics in Nursing (WI)"	"003"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Jenna Nabors McDonald, Jennifer Bell Frank, Elizabeth Gulledge, Rachel Young Wooten"
"20500"	"Nursing"	"NU 121"	"Ethics in Nursing (WI)"	"004"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"TBA"
"20179"	"Nursing"	"NU 130"	"Medical Terminology"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Tammy Lynn Morrow, Elizabeth Gulledge, Rachel Young Wooten"
"20185"	"Nursing"	"NU 130"	"Medical Terminology"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Danyel Linda Weldon Munster, Elizabeth Gulledge, Tammy Lynn Morrow, Rachel Young Wooten"
"20186"	"Nursing"	"NU 130"	"Medical Terminology"	"003"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"TBA"
"20188"	"Nursing"	"NU 300"	"RISE to Success: Professional Communication and Accountability"	"001"	"BL1"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Hybrid (mostly on-campus)"	"Tammy Lou Killen, Lori Michelle Bobo, Elizabeth Gulledge, Rachel Young Wooten"
"20192"	"Nursing"	"NU 302"	"Preparation for NCLEX Success"	"001"	"BL1"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Hybrid (mostly on-campus)"	"Lori Michelle Bobo, Elizabeth Gulledge, Tammy Lou Killen, Rachel Young Wooten"
"20193"	"Nursing"	"NU 302"	"Preparation for NCLEX Success"	"002"	"BL1"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Hybrid (mostly on-campus)"	"Tammy Lou Killen, Lori Michelle Bobo, Elizabeth Gulledge, Rachel Young Wooten"
"20195"	"Nursing"	"NU 303"	"RISE to Success: Integration of Knowledge and Skills into Practice"	"001"	"BL1"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Hybrid (mostly on-campus)"	"Tammy Lou Killen, Lori Michelle Bobo, Elizabeth Gulledge, Rachel Young Wooten"
"20196"	"Nursing"	"NU 305"	"A Bridge to Success"	"001"	"LEC"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"In-Person Instruction"	"Rachel Young Wooten, Elizabeth Gulledge"
"20317"	"Nursing"	"NU 306"	"Pharmacology"	"001"	"LEC"	"0"	"08:15:00"	"11:30:00"	"R"	"TBA"	"In-Person Instruction"	"Jennifer Frances Hand, Shanteia J Beavers, Elizabeth Gulledge, Rachel Young Wooten"
"20318"	"Nursing"	"NU 306"	"Pharmacology"	"002"	"LEC"	"0"	"08:15:00"	"11:30:00"	"R"	"TBA"	"In-Person Instruction"	"Jennifer Frances Hand, Shanteia J Beavers, Elizabeth Gulledge, Rachel Young Wooten"
"20319"	"Nursing"	"NU 306"	"Pharmacology"	"003"	"LAB"	"0"	"12:30:00"	"14:30:00"	"R"	"TBA"	"Lab"	"Jennifer Frances Hand, Shanteia J Beavers, Elizabeth Gulledge, Rachel Young Wooten"
"20320"	"Nursing"	"NU 306"	"Pharmacology"	"004"	"LAB"	"0"	"12:30:00"	"14:30:00"	"R"	"TBA"	"Lab"	"Shanteia J Beavers, Elizabeth Gulledge, Jennifer Frances Hand, Rachel Young Wooten"
"20322"	"Nursing"	"NU 309"	"Health Assessment"	"001"	"LEC"	"0"	"08:15:00"	"11:30:00"	"F"	"TBA"	"In-Person Instruction"	"Yolanda Leigh Chandler, Elizabeth Gulledge, Jamie Michelle Hudgins, Rachel Young Wooten"
"20324"	"Nursing"	"NU 309"	"Health Assessment"	"002"	"LEC"	"0"	"08:15:00"	"11:30:00"	"F"	"TBA"	"In-Person Instruction"	"Jamie Michelle Hudgins, Yolanda Leigh Chandler, Elizabeth Gulledge, Rachel Young Wooten"
"20325"	"Nursing"	"NU 309"	"Health Assessment"	"003"	"LAB"	"0"	"12:30:00"	"14:30:00"	"F"	"TBA"	"Lab"	"Yolanda Leigh Chandler, Elizabeth Gulledge, Jamie Michelle Hudgins, Rachel Young Wooten"
"20326"	"Nursing"	"NU 309"	"Health Assessment"	"004"	"LAB"	"0"	"12:30:00"	"14:30:00"	"F"	"TBA"	"Lab"	"Jamie Michelle Hudgins, Yolanda Leigh Chandler, Elizabeth Gulledge, Rachel Young Wooten"
"20328"	"Nursing"	"NU 311"	"Foundations of Nursing Practice"	"001"	"LEC"	"0"	"08:15:00"	"11:30:00"	"M"	"TBA"	"In-Person Instruction"	"Oyetunji Jelli Akisanya, Elizabeth Gulledge, Jamie Michelle Hudgins, Claire Brown Morrow, Katie Kilgore Robinson, Kristi Lynn Tisdale, Rachel Young Wooten"
"20330"	"Nursing"	"NU 311"	"Foundations of Nursing Practice"	"002"	"LEC"	"0"	"08:15:00"	"11:30:00"	"M"	"TBA"	"In-Person Instruction"	"Claire Brown Morrow, Oyetunji Jelli Akisanya, Elizabeth Gulledge, Kristi Lynn Tisdale, Rachel Young Wooten"
"20332"	"Nursing"	"NU 311"	"Foundations of Nursing Practice"	"003"	"LEC"	"0"	"08:15:00"	"11:30:00"	"M"	"TBA"	"In-Person Instruction"	"Kristi Lynn Tisdale, Oyetunji Jelli Akisanya, Elizabeth Gulledge, Claire Brown Morrow, Rachel Young Wooten"
"20333"	"Nursing"	"NU 311"	"Foundations of Nursing Practice"	"004"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20335"	"Nursing"	"NU 311"	"Foundations of Nursing Practice"	"006"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20677"	"Nursing"	"NU 313"	"Online Orientation to the STEP Program"	"001"	"ONL"	"0"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Rachel Young Wooten, Elizabeth Gulledge"
"20336"	"Nursing"	"NU 322"	"Health Deviations and Clinical Interventions"	"001"	"LEC"	"3"	"09:00:00"	"12:00:00"	"R"	"TBA"	"In-Person Instruction"	"Krissie Ann Wilson, Elizabeth Gulledge, Merri-Morgan Ouellette, Rachel Young Wooten"
"20337"	"Nursing"	"NU 322"	"Health Deviations and Clinical Interventions"	"002"	"LEC"	"3"	"09:00:00"	"12:00:00"	"R"	"TBA"	"In-Person Instruction"	"Merri-Morgan Ouellette, Elizabeth Gulledge, Krissie Ann Wilson, Rachel Young Wooten"
"20339"	"Nursing"	"NU 325"	"Adult Health in Secondary and Community Settings"	"001"	"LEC"	"0"	"08:15:00"	"11:30:00"	"M"	"TBA"	"In-Person Instruction"	"Melissa Thomas Duckett, Wendy Kay Corley, Elizabeth Gulledge, Jennifer Frances Hand, Tammy Lou Killen, Terri Michelle Salmon, Dorothy Ann Whittington, Krissie Ann Wilson, Rachel Young Wooten"
"20355"	"Nursing"	"NU 325"	"Adult Health in Secondary and Community Settings"	"002"	"LEC"	"0"	"08:15:00"	"11:30:00"	"M"	"TBA"	"In-Person Instruction"	"Tammy Lou Killen, Melissa Thomas Duckett, Elizabeth Gulledge, Rachel Young Wooten"
"20356"	"Nursing"	"NU 325"	"Adult Health in Secondary and Community Settings"	"003"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20358"	"Nursing"	"NU 325"	"Adult Health in Secondary and Community Settings"	"004"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20367"	"Nursing"	"NU 326"	"Psychiatric Mental Health Nursing"	"001"	"LEC"	"0"	"12:30:00"	"15:30:00"	"R"	"TBA"	"In-Person Instruction"	"Dana Stacy Mikel, Lori Michelle Bobo, Katherine LeAnn Bryant, Elizabeth Gulledge, Krissie Ann Wilson, Rachel Young Wooten"
"20377"	"Nursing"	"NU 326"	"Psychiatric Mental Health Nursing"	"002"	"LEC"	"0"	"12:30:00"	"15:30:00"	"R"	"TBA"	"In-Person Instruction"	"Lori Michelle Bobo, Elizabeth Gulledge, Dana Stacy Mikel, Rachel Young Wooten"
"20379"	"Nursing"	"NU 326"	"Psychiatric Mental Health Nursing"	"003"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20381"	"Nursing"	"NU 326"	"Psychiatric Mental Health Nursing"	"004"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20678"	"Nursing"	"NU 339"	"Understanding Health Policy"	"001"	"ONL"	"2"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Tammy Lou Killen, Elizabeth Gulledge, Rachel Young Wooten"
"22449"	"Nursing"	"NU 343"	"Concepts of Emergency/Disaster Nursing"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Dana Stacy Mikel, Elizabeth Gulledge, Rachel Young Wooten"
"20679"	"Nursing"	"NU 345"	"Legal and Ethical Issues in Nursing (WI)"	"001"	"ONL"	"4"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Serena Diane Gramling, Elizabeth Gulledge, Rachel Young Wooten"
"20680"	"Nursing"	"NU 345"	"Legal and Ethical Issues in Nursing (WI)"	"002"	"ONL"	"4"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Cristy Daffron, Serena Diane Gramling, Elizabeth Gulledge, Rachel Young Wooten"
"20681"	"Nursing"	"NU 350"	"Professional Roles"	"001"	"ONL"	"5"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Rachel Young Wooten, Elizabeth Gulledge"
"20684"	"Nursing"	"NU 350"	"Professional Roles"	"002"	"ONL"	"5"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"TBA"
"20687"	"Nursing"	"NU 352"	"Health Assessment Across the Lifespan"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Rachel Young Wooten, Elizabeth Gulledge"
"20688"	"Nursing"	"NU 352"	"Health Assessment Across the Lifespan"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"TBA"
"22822"	"Nursing"	"NU 390"	"Informatics in Nursing"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Dana Stacy Mikel, Elizabeth Gulledge, Rachel Young Wooten"
"20691"	"Nursing"	"NU 401"	"Research and Outcomes Management for the Practicing Nurse"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Lori Michelle Bobo, Elizabeth Gulledge, Rachel Young Wooten"
"22823"	"Nursing"	"NU 401"	"Research and Outcomes Management for the Practicing Nurse"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"TBA"
"20384"	"Nursing"	"NU 403"	"Nursing Care of Children and Families"	"001"	"LEC"	"0"	"08:15:00"	"11:30:00"	"F"	"TBA"	"In-Person Instruction"	"Jennifer Bell Frank, Kelsey R Gilley, Elizabeth Gulledge, Autumn Alexandria Layton, Jenna Nabors McDonald, Merri-Morgan Ouellette, Theresa Flint Rodgers, Rachel Young Wooten"
"20408"	"Nursing"	"NU 403"	"Nursing Care of Children and Families"	"002"	"LEC"	"0"	"08:15:00"	"11:30:00"	"F"	"TBA"	"In-Person Instruction"	"Jenna Nabors McDonald, Jennifer Bell Frank, Elizabeth Gulledge, Rachel Young Wooten"
"20410"	"Nursing"	"NU 403"	"Nursing Care of Children and Families"	"003"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20493"	"Nursing"	"NU 403"	"Nursing Care of Children and Families"	"004"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20494"	"Nursing"	"NU 404"	"Childbearing Families"	"001"	"LEC"	"0"	"08:15:00"	"11:30:00"	"M"	"TBA"	"In-Person Instruction"	"Allison Byrd Pearce, Denise Adcock, Ashley Tidwell Bowlin, Sherron B Deweese, Elizabeth Gulledge, Rachel Young Wooten"
"20496"	"Nursing"	"NU 404"	"Childbearing Families"	"002"	"LEC"	"0"	"08:15:00"	"11:30:00"	"M"	"TBA"	"In-Person Instruction"	"Ashley Tidwell Bowlin, Elizabeth Gulledge, Allison Byrd Pearce, Rachel Young Wooten"
"20497"	"Nursing"	"NU 404"	"Childbearing Families"	"003"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20498"	"Nursing"	"NU 404"	"Childbearing Families"	"004"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20501"	"Nursing"	"NU 422"	"Foundations of Nursing Leadership"	"001"	"ONL"	"2"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Serena Diane Gramling, Elizabeth Gulledge, Rachel Young Wooten"
"20502"	"Nursing"	"NU 422"	"Foundations of Nursing Leadership"	"002"	"ONL"	"2"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Dana Stacy Mikel, Serena Diane Gramling, Elizabeth Gulledge, Rachel Young Wooten"
"20694"	"Nursing"	"NU 423"	"Nursing Management and Leadership"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Krissie Ann Wilson, Elizabeth Gulledge, Rachel Young Wooten"
"20504"	"Nursing"	"NU 424"	"Adult Health in Secondary, Tertiary, and Community Settings"	"001"	"LEC"	"0"	"08:15:00"	"11:30:00"	"M"	"TBA"	"In-Person Instruction"	"Serena Diane Gramling, Elizabeth Gulledge, Wendy Owens Key, Tanya C Schoonover, William Braden Teague, Hannah Leigh Westbrook, Rachel Young Wooten"
"20512"	"Nursing"	"NU 424"	"Adult Health in Secondary, Tertiary, and Community Settings"	"002"	"LEC"	"0"	"08:15:00"	"11:30:00"	"M"	"TBA"	"In-Person Instruction"	"Wendy Owens Key, Serena Diane Gramling, Elizabeth Gulledge, Rachel Young Wooten"
"20519"	"Nursing"	"NU 424"	"Adult Health in Secondary, Tertiary, and Community Settings"	"003"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20525"	"Nursing"	"NU 426"	"Community Health Across the Lifespan"	"001"	"LEC"	"0"	"12:30:00"	"15:30:00"	"M"	"TBA"	"In-Person Instruction"	"Tammy Lynn Morrow, Katherine M Christeson, Elizabeth Gulledge, Danyel Linda Weldon Munster, Rachel Young Wooten"
"20539"	"Nursing"	"NU 426"	"Community Health Across the Lifespan"	"002"	"LEC"	"0"	"12:30:00"	"15:30:00"	"M"	"TBA"	"In-Person Instruction"	"Danyel Linda Weldon Munster, Elizabeth Gulledge, Tammy Lynn Morrow, Rachel Young Wooten"
"20661"	"Nursing"	"NU 426"	"Community Health Across the Lifespan"	"003"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20663"	"Nursing"	"NU 428"	"Practicum"	"001"	"BL1"	"0"	"08:15:00"	"11:30:00"	"R"	"TBA"	"Hybrid (mostly on-campus)"	"Ashley Tidwell Bowlin, Elizabeth Gulledge, Claire Brown Morrow, Rachel Young Wooten"
"20664"	"Nursing"	"NU 428"	"Practicum"	"002"	"BL1"	"0"	"08:15:00"	"11:30:00"	"R"	"TBA"	"Hybrid (mostly on-campus)"	"Claire Brown Morrow, Ashley Tidwell Bowlin, Elizabeth Gulledge, Rachel Young Wooten"
"20961"	"Nursing"	"NU 428"	"Practicum"	"003"	"LEC"	"0"	"08:15:00"	"11:30:00"	"R"	"TBA"	"In-Person Instruction"	"Jennifer Frances Hand, Ashley Tidwell Bowlin, Elizabeth Gulledge, Claire Brown Morrow, Rachel Young Wooten"
"20964"	"Nursing"	"NU 428"	"Practicum"	"004"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20965"	"Nursing"	"NU 428"	"Practicum"	"005"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20967"	"Nursing"	"NU 428"	"Practicum"	"006"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20667"	"Nursing"	"NU 433"	"Advanced Health Deviations and Clinical Interventions"	"001"	"LEC"	"3"	"08:15:00"	"11:30:00"	"F"	"TBA"	"In-Person Instruction"	"Dorothy Ann Whittington, Elizabeth Gulledge, Danyel Linda Weldon Munster, Hannah Leigh Westbrook, Rachel Young Wooten"
"20668"	"Nursing"	"NU 433"	"Advanced Health Deviations and Clinical Interventions"	"002"	"LEC"	"3"	"08:15:00"	"11:30:00"	"F"	"TBA"	"In-Person Instruction"	"Hannah Leigh Westbrook, Elizabeth Gulledge, Dorothy Ann Whittington, Rachel Young Wooten"
"22820"	"Nursing"	"NU 439"	"Issues and Trends in Nursing"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Jamie Michelle Hudgins, Elizabeth Gulledge, Rachel Young Wooten"
"20697"	"Nursing"	"NU 442"	"Transcultural Nursing and Healthcare"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Oyetunji Jelli Akisanya, Elizabeth Gulledge, Rachel Young Wooten"
"20669"	"Nursing"	"NU 446"	"Independent Study"	"001"	"IND"	"2"	"00:00:00"	"00:00:00"	""	"TBA"	"Independent Study"	"Rachel Young Wooten, Elizabeth Gulledge"
"20698"	"Nursing"	"NU 446"	"Independent Study"	"002"	"IND"	"2"	"00:00:00"	"00:00:00"	""	"TBA"	"Independent Study"	"Rachel Young Wooten, Elizabeth Gulledge"
"20670"	"Nursing"	"NU 447"	"Independent Study"	"001"	"IND"	"1"	"00:00:00"	"00:00:00"	""	"TBA"	"Independent Study"	"Rachel Young Wooten, Elizabeth Gulledge"
"20699"	"Nursing"	"NU 447"	"Independent Study"	"002"	"IND"	"1"	"00:00:00"	"00:00:00"	""	"TBA"	"Independent Study"	"Rachel Young Wooten, Elizabeth Gulledge"
"20700"	"Nursing"	"NU 448"	"Directed Study"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"TBA"
"20672"	"Nursing"	"NU 455"	"Transition to Professional Nursing"	"001"	"LEC"	"0"	"12:30:00"	"15:30:00"	"R"	"TBA"	"In-Person Instruction"	"Tammy Lou Killen, Melissa Thomas Duckett, Elizabeth Gulledge, Rachel Young Wooten"
"20674"	"Nursing"	"NU 455"	"Transition to Professional Nursing"	"002"	"LEC"	"0"	"12:30:00"	"15:30:00"	"R"	"TBA"	"In-Person Instruction"	"Melissa Thomas Duckett, Elizabeth Gulledge, Tammy Lou Killen, Rachel Young Wooten"
"20675"	"Nursing"	"NU 455"	"Transition to Professional Nursing"	"003"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20676"	"Nursing"	"NU 455"	"Transition to Professional Nursing"	"004"	"LAB"	"0"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Lab"	"TBA"
"20701"	"Nursing"	"NU 456"	"Population-Based Health Care"	"001"	"ONL"	"6"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Allison Byrd Pearce, Elizabeth Gulledge, Rachel Young Wooten"
"20503"	"Nursing"	"NU 501"	"MSN Online Orientation"	"001"	"ONL"	"0"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Laura Pruitt Walker, Laura Ellen Barrow, Elizabeth Gulledge"
"20505"	"Nursing"	"NU 513"	"Advanced Pathophysiology"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"TBA"
"20509"	"Nursing"	"NU 527"	"Epidemiology"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Kimberly D Helms, Elizabeth Gulledge, Laura Pruitt Walker"
